B3DB_RF_BBB-,B3DB_GraphSAGE_BBB-,BBBP_RF_BBB-,BBBP_GraphSAGE_BBB-,B3DB_RF_BBB+,B3DB_GraphSAGE_BBB+,BBBP_RF_BBB+,BBBP_GraphSAGE_BBB+
21.05 ,23.02 ,,,12.67 ,13.17 ,5.31 ,5.37 
21.05 ,23.01 ,,,12.66 ,13.14 ,5.28 ,5.35 
21.05 ,23.01 ,,,12.66 ,13.13 ,5.28 ,5.35 
21.05 ,23.01 ,,,12.65 ,13.13 ,5.27 ,5.35 
21.05 ,23.00 ,,,12.62 ,13.12 ,5.24 ,5.34 
21.03 ,23.00 ,,,12.62 ,13.10 ,5.20 ,5.33 
21.03 ,23.00 ,,,12.61 ,13.10 ,5.18 ,5.33 
21.03 ,23.00 ,,,12.60 ,13.10 ,5.16 ,5.32 
21.03 ,23.00 ,,,12.60 ,13.10 ,5.12 ,5.32 
21.03 ,22.89 ,,,12.56 ,13.10 ,5.11 ,5.32 
21.03 ,22.89 ,,,12.56 ,13.09 ,5.10 ,5.29 
21.03 ,22.89 ,,,12.56 ,13.08 ,5.09 ,5.29 
21.02 ,22.80 ,,,12.56 ,13.08 ,5.08 ,5.28 
21.00 ,22.76 ,,,12.56 ,13.08 ,5.07 ,5.28 
20.99 ,22.75 ,,,12.56 ,13.07 ,5.07 ,5.27 
20.86 ,22.75 ,,,12.56 ,13.07 ,5.05 ,5.24 
20.86 ,22.75 ,,,12.56 ,13.07 ,5.05 ,5.21 
20.86 ,22.75 ,,,12.56 ,13.07 ,5.04 ,5.21 
20.86 ,22.75 ,,,12.56 ,13.07 ,5.03 ,5.21 
20.86 ,22.75 ,,,12.56 ,13.07 ,5.03 ,5.20 
20.79 ,22.68 ,,,12.55 ,13.07 ,5.01 ,5.20 
20.79 ,22.68 ,,,12.52 ,13.03 ,4.99 ,5.20 
20.79 ,22.68 ,,,12.51 ,13.02 ,4.99 ,5.20 
20.79 ,22.68 ,,,12.50 ,13.01 ,4.99 ,5.19 
20.74 ,22.68 ,,,12.48 ,13.00 ,4.98 ,5.18 
20.71 ,22.67 ,,,12.48 ,12.99 ,4.98 ,5.16 
20.63 ,22.66 ,,,12.48 ,12.99 ,4.95 ,5.15 
20.63 ,22.66 ,,,12.48 ,12.96 ,4.94 ,5.15 
20.63 ,22.66 ,,,12.47 ,12.96 ,4.90 ,5.14 
20.61 ,22.66 ,,,12.47 ,12.94 ,4.90 ,5.13 
20.60 ,22.66 ,,,12.47 ,12.92 ,4.90 ,5.10 
20.60 ,22.66 ,,,12.47 ,12.92 ,4.88 ,5.09 
20.60 ,22.66 ,,,12.46 ,12.91 ,4.88 ,5.09 
20.60 ,22.63 ,,,12.45 ,12.89 ,4.83 ,5.08 
20.60 ,22.61 ,,,12.43 ,12.87 ,4.82 ,5.02 
20.60 ,22.57 ,,,12.41 ,12.87 ,4.80 ,5.01 
20.56 ,22.53 ,,,12.41 ,12.87 ,4.75 ,5.01 
20.56 ,22.49 ,,,12.41 ,12.87 ,4.75 ,5.00 
20.56 ,22.47 ,,,12.41 ,12.86 ,4.75 ,4.99 
20.56 ,22.47 ,,,12.41 ,12.86 ,4.74 ,4.98 
20.56 ,22.39 ,,,12.41 ,12.86 ,4.74 ,4.97 
20.56 ,22.39 ,,,12.41 ,12.86 ,4.73 ,4.97 
20.56 ,22.39 ,,,12.41 ,12.84 ,4.70 ,4.97 
20.54 ,22.39 ,,,12.41 ,12.83 ,4.70 ,4.96 
20.54 ,22.39 ,,,12.40 ,12.83 ,4.69 ,4.96 
20.48 ,22.39 ,,,12.39 ,12.83 ,4.68 ,4.92 
20.47 ,22.39 ,,,12.39 ,12.83 ,4.66 ,4.92 
20.47 ,22.39 ,,,12.38 ,12.82 ,4.62 ,4.90 
20.47 ,22.39 ,,,12.38 ,12.82 ,4.58 ,4.89 
20.42 ,22.35 ,,,12.37 ,12.82 ,4.56 ,4.89 
20.42 ,22.32 ,,,12.37 ,12.82 ,4.56 ,4.89 
20.42 ,22.32 ,,,12.37 ,12.81 ,4.56 ,4.89 
20.42 ,22.32 ,,,12.35 ,12.80 ,4.56 ,4.87 
20.42 ,22.22 ,,,12.35 ,12.79 ,4.55 ,4.87 
20.42 ,22.22 ,,,12.35 ,12.79 ,4.54 ,4.85 
20.42 ,22.22 ,,,12.35 ,12.79 ,4.53 ,4.85 
20.41 ,22.22 ,,,12.35 ,12.79 ,4.53 ,4.84 
20.41 ,22.20 ,,,12.33 ,12.79 ,4.52 ,4.82 
20.41 ,22.16 ,,,12.32 ,12.79 ,4.52 ,4.81 
20.32 ,22.04 ,,,12.32 ,12.79 ,4.47 ,4.78 
20.30 ,22.01 ,,,12.31 ,12.77 ,4.45 ,4.77 
20.27 ,21.96 ,,,12.31 ,12.77 ,4.45 ,4.77 
20.27 ,21.96 ,,,12.30 ,12.77 ,4.45 ,4.75 
20.27 ,21.95 ,,,12.29 ,12.76 ,4.45 ,4.75 
20.27 ,21.95 ,,,12.28 ,12.73 ,4.44 ,4.74 
20.23 ,21.91 ,,,12.27 ,12.73 ,4.41 ,4.73 
20.23 ,21.87 ,,,12.27 ,12.73 ,4.40 ,4.73 
20.23 ,21.85 ,,,12.27 ,12.73 ,4.40 ,4.72 
20.23 ,21.82 ,,,12.27 ,12.68 ,4.39 ,4.71 
20.23 ,21.82 ,,,12.26 ,12.68 ,4.38 ,4.71 
20.23 ,21.82 ,,,12.25 ,12.68 ,4.37 ,4.71 
20.18 ,21.74 ,,,12.25 ,12.68 ,4.37 ,4.70 
20.14 ,21.72 ,,,12.24 ,12.66 ,4.37 ,4.70 
20.14 ,21.72 ,,,12.24 ,12.66 ,4.37 ,4.70 
20.14 ,21.71 ,,,12.24 ,12.66 ,4.37 ,4.69 
20.13 ,21.70 ,,,12.23 ,12.65 ,4.36 ,4.69 
20.13 ,21.70 ,,,12.23 ,12.65 ,4.35 ,4.69 
20.11 ,21.70 ,,,12.23 ,12.65 ,4.34 ,4.68 
20.11 ,21.70 ,,,12.23 ,12.64 ,4.32 ,4.68 
20.11 ,21.70 ,,,12.23 ,12.62 ,4.31 ,4.68 
20.11 ,21.70 ,,,12.23 ,12.62 ,4.31 ,4.68 
20.05 ,21.69 ,,,12.23 ,12.62 ,4.31 ,4.68 
20.05 ,21.69 ,,,12.23 ,12.60 ,4.30 ,4.67 
20.05 ,21.67 ,,,12.23 ,12.60 ,4.30 ,4.64 
20.05 ,21.66 ,,,12.21 ,12.60 ,4.30 ,4.63 
20.05 ,21.65 ,,,12.21 ,12.60 ,4.26 ,4.62 
20.01 ,21.65 ,,,12.21 ,12.60 ,4.26 ,4.62 
19.99 ,21.65 ,,,12.21 ,12.60 ,4.25 ,4.62 
19.97 ,21.65 ,,,12.19 ,12.60 ,4.25 ,4.60 
19.97 ,21.65 ,,,12.18 ,12.59 ,4.24 ,4.59 
19.95 ,21.65 ,,,12.17 ,12.59 ,4.23 ,4.58 
19.95 ,21.65 ,,,12.16 ,12.59 ,4.22 ,4.58 
19.95 ,21.64 ,,,12.15 ,12.59 ,4.20 ,4.57 
19.95 ,21.64 ,,,12.15 ,12.58 ,4.20 ,4.57 
19.93 ,21.64 ,,,12.15 ,12.57 ,4.20 ,4.56 
19.91 ,21.64 ,,,12.14 ,12.56 ,4.20 ,4.52 
19.91 ,21.64 ,,,12.14 ,12.55 ,4.19 ,4.51 
19.91 ,21.51 ,,,12.14 ,12.55 ,4.19 ,4.51 
19.90 ,21.48 ,,,12.13 ,12.55 ,4.17 ,4.50 
19.90 ,21.48 ,,,12.12 ,12.53 ,4.16 ,4.49 
19.90 ,21.41 ,,,12.11 ,12.53 ,4.16 ,4.49 
19.90 ,21.41 ,,,12.11 ,12.53 ,4.15 ,4.46 
19.85 ,21.37 ,,,12.11 ,12.53 ,4.14 ,4.45 
19.84 ,21.36 ,,,12.11 ,12.53 ,4.13 ,4.43 
19.82 ,21.36 ,,,12.11 ,12.53 ,4.13 ,4.42 
19.82 ,21.36 ,,,12.10 ,12.53 ,4.12 ,4.42 
19.82 ,21.36 ,,,12.10 ,12.51 ,4.07 ,4.40 
19.82 ,21.36 ,,,12.08 ,12.51 ,4.07 ,4.40 
19.82 ,21.36 ,,,12.07 ,12.51 ,4.06 ,4.39 
19.78 ,21.31 ,,,12.07 ,12.50 ,4.06 ,4.37 
19.78 ,21.28 ,,,12.07 ,12.49 ,4.05 ,4.36 
19.78 ,21.28 ,,,12.06 ,12.48 ,4.03 ,4.36 
19.78 ,21.28 ,,,12.06 ,12.47 ,4.03 ,4.36 
19.78 ,21.28 ,,,12.05 ,12.47 ,4.01 ,4.35 
19.78 ,21.25 ,,,12.03 ,12.47 ,4.01 ,4.35 
19.77 ,21.23 ,,,12.02 ,12.47 ,4.00 ,4.35 
19.77 ,21.14 ,,,12.01 ,12.47 ,4.00 ,4.33 
19.68 ,21.14 ,,,12.01 ,12.47 ,4.00 ,4.32 
19.66 ,21.14 ,,,12.00 ,12.47 ,4.00 ,4.32 
19.66 ,21.14 ,,,12.00 ,12.47 ,4.00 ,4.30 
19.66 ,21.14 ,,,12.00 ,12.47 ,3.99 ,4.29 
19.66 ,21.14 ,,,12.00 ,12.47 ,3.96 ,4.27 
19.63 ,21.11 ,,,12.00 ,12.46 ,3.96 ,4.27 
19.63 ,21.09 ,,,12.00 ,12.46 ,3.96 ,4.27 
19.60 ,21.09 ,,,11.99 ,12.46 ,3.95 ,4.27 
19.60 ,21.05 ,,,11.98 ,12.46 ,3.95 ,4.26 
19.60 ,21.05 ,,,11.98 ,12.45 ,3.95 ,4.21 
19.58 ,21.05 ,,,11.98 ,12.45 ,3.93 ,4.21 
19.55 ,21.05 ,,,11.98 ,12.45 ,3.93 ,4.19 
19.51 ,21.05 ,,,11.98 ,12.44 ,3.92 ,4.19 
19.50 ,21.04 ,,,11.98 ,12.43 ,3.91 ,4.17 
19.50 ,21.04 ,,,11.96 ,12.43 ,3.89 ,4.17 
19.47 ,21.04 ,,,11.96 ,12.43 ,3.89 ,4.16 
19.44 ,21.04 ,,,11.96 ,12.40 ,3.84 ,4.15 
19.44 ,21.04 ,,,11.96 ,12.39 ,3.84 ,4.14 
19.44 ,21.03 ,,,11.96 ,12.39 ,3.83 ,4.14 
19.42 ,21.00 ,,,11.96 ,12.38 ,3.79 ,4.14 
19.42 ,21.00 ,,,11.96 ,12.38 ,3.79 ,4.11 
19.42 ,21.00 ,,,11.95 ,12.38 ,3.77 ,4.11 
19.42 ,21.00 ,,,11.95 ,12.38 ,3.76 ,4.10 
19.42 ,21.00 ,,,11.95 ,12.36 ,3.74 ,4.07 
19.40 ,20.97 ,,,11.95 ,12.36 ,3.73 ,4.06 
19.36 ,20.93 ,,,11.95 ,12.33 ,3.72 ,4.06 
19.36 ,20.93 ,,,11.95 ,12.31 ,3.72 ,4.04 
19.36 ,20.93 ,,,11.94 ,12.31 ,3.71 ,4.03 
19.36 ,20.93 ,,,11.94 ,12.31 ,3.69 ,3.95 
19.36 ,20.92 ,,,11.94 ,12.31 ,3.68 ,3.93 
19.35 ,20.92 ,,,11.94 ,12.30 ,3.64 ,3.92 
19.35 ,20.92 ,,,11.94 ,12.30 ,3.64 ,3.91 
19.35 ,20.92 ,,,11.94 ,12.28 ,3.61 ,3.91 
19.35 ,20.92 ,,,11.93 ,12.27 ,3.61 ,3.91 
19.35 ,20.92 ,,,11.90 ,12.27 ,3.60 ,3.91 
19.34 ,20.92 ,,,11.90 ,12.27 ,3.59 ,3.90 
19.33 ,20.91 ,,,11.90 ,12.27 ,3.57 ,3.88 
19.31 ,20.91 ,,,11.90 ,12.25 ,3.57 ,3.82 
19.30 ,20.91 ,,,11.89 ,12.25 ,3.57 ,3.81 
19.27 ,20.91 ,,,11.89 ,12.25 ,3.55 ,3.78 
19.18 ,20.91 ,,,11.89 ,12.25 ,3.55 ,3.78 
19.16 ,20.87 ,,,11.89 ,12.22 ,3.52 ,3.77 
19.16 ,20.87 ,,,11.89 ,12.20 ,3.48 ,3.76 
19.16 ,20.87 ,,,11.89 ,12.20 ,3.46 ,3.75 
19.16 ,20.87 ,,,11.89 ,12.19 ,3.44 ,3.74 
19.14 ,20.87 ,,,11.85 ,12.18 ,3.42 ,3.74 
19.14 ,20.87 ,,,11.85 ,12.17 ,3.41 ,3.73 
19.14 ,20.87 ,,,11.85 ,12.17 ,3.41 ,3.72 
19.14 ,20.87 ,,,11.85 ,12.17 ,3.40 ,3.72 
19.14 ,20.87 ,,,11.85 ,12.17 ,3.39 ,3.72 
19.14 ,20.87 ,,,11.85 ,12.13 ,3.39 ,3.72 
19.14 ,20.87 ,,,11.84 ,12.13 ,3.38 ,3.67 
19.14 ,20.86 ,,,11.84 ,12.13 ,3.38 ,3.66 
19.12 ,20.82 ,,,11.84 ,12.13 ,3.37 ,3.65 
19.12 ,20.82 ,,,11.83 ,12.13 ,3.37 ,3.65 
19.12 ,20.82 ,,,11.83 ,12.10 ,3.34 ,3.62 
19.06 ,20.82 ,,,11.83 ,12.09 ,3.34 ,3.61 
19.06 ,20.82 ,,,11.82 ,12.09 ,3.34 ,3.59 
19.06 ,20.81 ,,,11.81 ,12.09 ,3.33 ,3.59 
19.06 ,20.73 ,,,11.81 ,12.08 ,3.33 ,3.58 
19.06 ,20.73 ,,,11.81 ,12.07 ,3.31 ,3.58 
19.04 ,20.73 ,,,11.81 ,12.07 ,3.31 ,3.58 
19.04 ,20.73 ,,,11.78 ,12.07 ,3.30 ,3.58 
19.04 ,20.73 ,,,11.78 ,12.07 ,3.30 ,3.57 
19.04 ,20.73 ,,,11.78 ,12.05 ,3.30 ,3.57 
19.04 ,20.73 ,,,11.78 ,12.05 ,3.29 ,3.57 
19.03 ,20.73 ,,,11.78 ,12.05 ,3.28 ,3.57 
18.98 ,20.73 ,,,11.78 ,12.05 ,3.27 ,3.55 
18.98 ,20.73 ,,,11.77 ,12.04 ,3.27 ,3.54 
18.98 ,20.73 ,,,11.77 ,12.04 ,3.25 ,3.54 
18.98 ,20.73 ,,,11.75 ,12.04 ,3.21 ,3.54 
18.98 ,20.61 ,,,11.75 ,12.04 ,3.20 ,3.53 
18.98 ,20.61 ,,,11.75 ,12.04 ,3.19 ,3.52 
18.98 ,20.60 ,,,11.75 ,12.04 ,3.19 ,3.52 
18.98 ,20.60 ,,,11.74 ,12.03 ,3.19 ,3.51 
18.96 ,20.60 ,,,11.73 ,12.01 ,3.18 ,3.51 
18.96 ,20.60 ,,,11.70 ,12.01 ,3.17 ,3.50 
18.96 ,20.60 ,,,11.64 ,12.01 ,3.14 ,3.49 
18.93 ,20.55 ,,,11.63 ,12.01 ,3.11 ,3.48 
18.91 ,20.53 ,,,11.62 ,12.01 ,3.11 ,3.48 
18.88 ,20.50 ,,,11.62 ,12.01 ,3.10 ,3.48 
18.88 ,20.50 ,,,11.60 ,12.01 ,3.10 ,3.43 
18.88 ,20.49 ,,,11.60 ,12.01 ,3.09 ,3.43 
18.88 ,20.49 ,,,11.60 ,11.99 ,3.07 ,3.42 
18.87 ,20.49 ,,,11.60 ,11.99 ,3.05 ,3.41 
18.85 ,20.49 ,,,11.60 ,11.99 ,3.05 ,3.39 
18.85 ,20.49 ,,,11.60 ,11.98 ,3.05 ,3.39 
18.85 ,20.48 ,,,11.60 ,11.98 ,3.03 ,3.39 
18.85 ,20.48 ,,,11.60 ,11.97 ,3.03 ,3.37 
18.85 ,20.31 ,,,11.60 ,11.97 ,3.02 ,3.36 
18.84 ,20.28 ,,,11.60 ,11.97 ,2.99 ,3.35 
18.82 ,20.26 ,,,11.60 ,11.96 ,2.99 ,3.34 
18.82 ,20.26 ,,,11.60 ,11.96 ,2.99 ,3.34 
18.82 ,20.21 ,,,11.59 ,11.95 ,2.99 ,3.33 
18.82 ,20.18 ,,,11.59 ,11.94 ,2.98 ,3.33 
18.82 ,20.18 ,,,11.59 ,11.94 ,2.97 ,3.31 
18.81 ,20.18 ,,,11.58 ,11.94 ,2.97 ,3.28 
18.79 ,20.18 ,,,11.58 ,11.93 ,2.93 ,3.27 
18.78 ,20.18 ,,,11.58 ,11.93 ,2.91 ,3.25 
18.72 ,20.18 ,,,11.58 ,11.90 ,2.90 ,3.23 
18.72 ,20.18 ,,,11.57 ,11.89 ,2.88 ,3.19 
18.72 ,20.18 ,,,11.57 ,11.88 ,2.87 ,3.19 
18.72 ,20.16 ,,,11.57 ,11.88 ,2.84 ,3.17 
18.72 ,20.14 ,,,11.57 ,11.88 ,2.84 ,3.17 
18.72 ,20.08 ,,,11.57 ,11.88 ,2.83 ,3.16 
18.72 ,20.08 ,,,11.57 ,11.88 ,2.83 ,3.16 
18.72 ,20.06 ,,,11.55 ,11.88 ,2.81 ,3.16 
18.71 ,20.04 ,,,11.54 ,11.86 ,2.79 ,3.15 
18.70 ,20.03 ,,,11.54 ,11.86 ,2.78 ,3.15 
18.70 ,20.02 ,,,11.54 ,11.86 ,2.77 ,3.15 
18.69 ,20.01 ,,,11.53 ,11.86 ,2.76 ,3.14 
18.69 ,20.01 ,,,11.53 ,11.86 ,2.76 ,3.13 
18.68 ,20.01 ,,,11.53 ,11.85 ,2.75 ,3.12 
18.63 ,19.99 ,,,11.53 ,11.85 ,2.75 ,3.11 
18.63 ,19.99 ,,,11.52 ,11.84 ,2.74 ,3.07 
18.62 ,19.99 ,,,11.52 ,11.83 ,2.71 ,3.04 
18.60 ,19.99 ,,,11.51 ,11.83 ,2.70 ,2.99 
18.60 ,19.96 ,,,11.51 ,11.83 ,2.70 ,2.98 
18.58 ,19.96 ,,,11.49 ,11.82 ,2.69 ,2.95 
18.58 ,19.96 ,,,11.49 ,11.81 ,2.68 ,2.93 
18.55 ,19.89 ,,,11.48 ,11.80 ,2.67 ,2.92 
18.55 ,19.89 ,,,11.48 ,11.79 ,2.65 ,2.90 
18.55 ,19.89 ,,,11.48 ,11.79 ,2.61 ,2.89 
18.55 ,19.89 ,,,11.48 ,11.79 ,2.58 ,2.88 
18.55 ,19.89 ,,,11.46 ,11.72 ,2.57 ,2.88 
18.55 ,19.89 ,,,11.46 ,11.72 ,2.55 ,2.87 
18.53 ,19.89 ,,,11.46 ,11.70 ,2.53 ,2.86 
18.53 ,19.89 ,,,11.46 ,11.70 ,2.49 ,2.85 
18.53 ,19.89 ,,,11.44 ,11.70 ,2.48 ,2.81 
18.53 ,19.89 ,,,11.42 ,11.70 ,2.48 ,2.77 
18.53 ,19.89 ,,,11.42 ,11.70 ,2.47 ,2.77 
18.46 ,19.88 ,,,11.42 ,11.70 ,2.46 ,2.77 
18.44 ,19.88 ,,,11.41 ,11.70 ,2.40 ,2.76 
18.39 ,19.88 ,,,11.41 ,11.70 ,2.38 ,2.76 
18.39 ,19.88 ,,,11.41 ,11.70 ,2.34 ,2.76 
18.39 ,19.88 ,,,11.38 ,11.70 ,2.34 ,2.75 
18.39 ,19.82 ,,,11.37 ,11.70 ,2.32 ,2.72 
18.39 ,19.81 ,,,11.36 ,11.70 ,2.32 ,2.71 
18.37 ,19.81 ,,,11.36 ,11.68 ,2.31 ,2.70 
18.36 ,19.79 ,,,11.35 ,11.68 ,2.30 ,2.68 
18.33 ,19.79 ,,,11.35 ,11.68 ,2.30 ,2.68 
18.31 ,19.79 ,,,11.35 ,11.67 ,2.28 ,2.66 
18.31 ,19.79 ,,,11.35 ,11.66 ,2.26 ,2.65 
18.31 ,19.79 ,,,11.35 ,11.66 ,2.26 ,2.65 
18.31 ,19.79 ,,,11.35 ,11.66 ,2.26 ,2.63 
18.31 ,19.75 ,,,11.35 ,11.66 ,2.25 ,2.62 
18.27 ,19.75 ,,,11.35 ,11.66 ,2.22 ,2.60 
18.26 ,19.71 ,,,11.35 ,11.66 ,2.22 ,2.60 
18.26 ,19.71 ,,,11.33 ,11.66 ,2.22 ,2.60 
18.26 ,19.71 ,,,11.33 ,11.66 ,2.22 ,2.57 
18.26 ,19.71 ,,,11.33 ,11.66 ,2.21 ,2.56 
18.26 ,19.67 ,,,11.33 ,11.66 ,2.21 ,2.56 
18.25 ,19.67 ,,,11.33 ,11.66 ,2.20 ,2.56 
18.24 ,19.66 ,,,11.33 ,11.66 ,2.19 ,2.55 
18.24 ,19.64 ,,,11.33 ,11.66 ,2.15 ,2.55 
18.24 ,19.64 ,,,11.33 ,11.65 ,2.14 ,2.55 
18.23 ,19.64 ,,,11.32 ,11.65 ,2.13 ,2.55 
18.23 ,19.64 ,,,11.32 ,11.65 ,2.12 ,2.54 
18.23 ,19.64 ,,,11.32 ,11.64 ,2.09 ,2.54 
18.23 ,19.64 ,,,11.32 ,11.63 ,2.08 ,2.49 
18.23 ,19.57 ,,,11.32 ,11.63 ,2.08 ,2.48 
18.21 ,19.57 ,,,11.32 ,11.63 ,2.04 ,2.48 
18.19 ,19.57 ,,,11.32 ,11.62 ,2.04 ,2.48 
18.15 ,19.55 ,,,11.32 ,11.62 ,2.02 ,2.48 
18.14 ,19.50 ,,,11.31 ,11.62 ,2.01 ,2.47 
18.14 ,19.44 ,,,11.31 ,11.61 ,2.01 ,2.46 
18.14 ,19.44 ,,,11.31 ,11.61 ,2.00 ,2.46 
18.13 ,19.42 ,,,11.31 ,11.60 ,1.98 ,2.46 
18.13 ,19.39 ,,,11.31 ,11.60 ,1.98 ,2.44 
18.13 ,19.39 ,,,11.31 ,11.60 ,1.97 ,2.43 
18.13 ,19.39 ,,,11.31 ,11.60 ,1.97 ,2.43 
18.13 ,19.38 ,,,11.31 ,11.60 ,1.96 ,2.42 
18.13 ,19.36 ,,,11.29 ,11.59 ,1.96 ,2.41 
18.12 ,19.36 ,,,11.28 ,11.59 ,1.94 ,2.40 
18.07 ,19.36 ,,,11.28 ,11.59 ,1.94 ,2.40 
18.07 ,19.36 ,,,11.28 ,11.57 ,1.92 ,2.40 
18.07 ,19.36 ,,,11.28 ,11.57 ,1.91 ,2.36 
18.07 ,19.36 ,,,11.28 ,11.56 ,1.89 ,2.36 
18.02 ,19.33 ,,,11.28 ,11.56 ,1.85 ,2.36 
18.02 ,19.31 ,,,11.28 ,11.55 ,1.84 ,2.35 
17.98 ,19.21 ,,,11.27 ,11.54 ,1.83 ,2.34 
17.97 ,19.21 ,,,11.25 ,11.54 ,1.81 ,2.31 
17.95 ,19.21 ,,,11.25 ,11.54 ,1.81 ,2.28 
17.95 ,19.21 ,,,11.25 ,11.51 ,1.78 ,2.26 
17.93 ,19.18 ,,,11.24 ,11.51 ,1.76 ,2.24 
17.93 ,19.16 ,,,11.23 ,11.51 ,1.76 ,2.22 
17.91 ,19.16 ,,,11.23 ,11.49 ,1.71 ,2.22 
17.89 ,19.14 ,,,11.22 ,11.49 ,1.71 ,2.21 
17.88 ,19.07 ,,,11.22 ,11.49 ,1.67 ,2.20 
17.86 ,19.04 ,,,11.22 ,11.49 ,1.64 ,2.19 
17.82 ,19.04 ,,,11.22 ,11.48 ,1.56 ,2.19 
17.81 ,19.04 ,,,11.22 ,11.48 ,1.55 ,2.18 
17.78 ,19.04 ,,,11.22 ,11.47 ,1.39 ,2.17 
17.78 ,19.03 ,,,11.22 ,11.47 ,1.31 ,2.15 
17.75 ,19.03 ,,,11.21 ,11.47 ,1.31 ,2.15 
17.75 ,18.99 ,,,11.21 ,11.46 ,1.26 ,2.13 
17.75 ,18.98 ,,,11.21 ,11.46 ,1.24 ,2.11 
17.75 ,18.98 ,,,11.21 ,11.45 ,1.23 ,2.10 
17.73 ,18.98 ,,,11.19 ,11.45 ,1.22 ,2.10 
17.73 ,18.98 ,,,11.19 ,11.45 ,1.21 ,2.10 
17.71 ,18.98 ,,,11.19 ,11.44 ,1.19 ,2.07 
17.71 ,18.98 ,,,11.19 ,11.44 ,1.18 ,2.05 
17.64 ,18.98 ,,,11.19 ,11.44 ,1.15 ,2.04 
17.63 ,18.94 ,,,11.19 ,11.43 ,1.13 ,2.04 
17.61 ,18.89 ,,,11.19 ,11.42 ,1.08 ,2.04 
17.57 ,18.89 ,,,11.19 ,11.42 ,1.04 ,2.03 
17.56 ,18.89 ,,,11.19 ,11.42 ,1.01 ,2.02 
17.53 ,18.89 ,,,11.19 ,11.42 ,0.98 ,2.02 
17.49 ,18.89 ,,,11.18 ,11.42 ,0.94 ,1.99 
17.49 ,18.89 ,,,11.18 ,11.42 ,0.92 ,1.99 
17.47 ,18.89 ,,,11.18 ,11.42 ,0.88 ,1.98 
17.45 ,18.89 ,,,11.18 ,11.41 ,0.86 ,1.97 
17.43 ,18.89 ,,,11.18 ,11.41 ,0.86 ,1.93 
17.41 ,18.88 ,,,11.18 ,11.41 ,0.83 ,1.90 
17.41 ,18.88 ,,,11.18 ,11.41 ,0.83 ,1.90 
17.41 ,18.88 ,,,11.18 ,11.41 ,0.83 ,1.90 
17.41 ,18.88 ,,,11.14 ,11.40 ,0.82 ,1.88 
17.41 ,18.88 ,,,11.14 ,11.39 ,0.79 ,1.84 
17.37 ,18.88 ,,,11.14 ,11.39 ,0.78 ,1.84 
17.36 ,18.88 ,,,11.14 ,11.39 ,0.78 ,1.83 
17.28 ,18.88 ,,,11.14 ,11.39 ,0.76 ,1.82 
17.27 ,18.85 ,,,11.13 ,11.39 ,0.73 ,1.82 
17.25 ,18.84 ,,,11.13 ,11.37 ,0.71 ,1.81 
17.25 ,18.84 ,,,11.11 ,11.36 ,0.71 ,1.80 
17.22 ,18.84 ,,,11.11 ,11.36 ,0.67 ,1.80 
17.22 ,18.84 ,,,11.11 ,11.36 ,0.66 ,1.79 
17.20 ,18.84 ,,,11.11 ,11.36 ,0.64 ,1.79 
17.16 ,18.84 ,,,11.11 ,11.36 ,0.59 ,1.79 
17.15 ,18.83 ,,,11.11 ,11.36 ,0.53 ,1.75 
17.12 ,18.78 ,,,11.10 ,11.36 ,0.49 ,1.73 
17.12 ,18.77 ,,,11.10 ,11.36 ,0.43 ,1.71 
17.11 ,18.77 ,,,11.10 ,11.36 ,0.36 ,1.71 
17.10 ,18.75 ,,,11.10 ,11.35 ,0.35 ,1.62 
17.10 ,18.75 ,,,11.10 ,11.35 ,0.34 ,1.61 
17.10 ,18.75 ,,,11.09 ,11.34 ,0.33 ,1.61 
17.09 ,18.74 ,,,11.09 ,11.34 ,0.33 ,1.61 
17.08 ,18.74 ,,,11.08 ,11.34 ,0.27 ,1.57 
17.06 ,18.74 ,,,11.05 ,11.34 ,0.21 ,1.55 
17.04 ,18.73 ,,,11.05 ,11.34 ,0.17 ,1.50 
16.96 ,18.69 ,,,11.04 ,11.34 ,0.17 ,1.48 
16.95 ,18.68 ,,,11.03 ,11.34 ,0.17 ,1.44 
16.94 ,18.65 ,,,11.03 ,11.34 ,0.17 ,1.43 
16.94 ,18.64 ,,,11.03 ,11.34 ,0.11 ,1.42 
16.94 ,18.62 ,,,11.03 ,11.34 ,0.10 ,1.39 
16.94 ,18.62 ,,,11.03 ,11.34 ,0.07 ,1.39 
16.90 ,18.62 ,,,11.03 ,11.34 ,0.05 ,1.37 
16.90 ,18.59 ,,,11.02 ,11.32 ,0.04 ,1.35 
16.88 ,18.53 ,,,11.02 ,11.32 ,-0.03 ,1.35 
16.83 ,18.53 ,,,11.02 ,11.31 ,-0.03 ,1.34 
16.82 ,18.52 ,,,11.02 ,11.31 ,-0.03 ,1.32 
16.82 ,18.50 ,,,11.02 ,11.31 ,-0.04 ,1.28 
16.82 ,18.46 ,,,11.02 ,11.30 ,-0.04 ,1.27 
16.81 ,18.46 ,,,11.01 ,11.30 ,-0.05 ,1.24 
16.78 ,18.41 ,,,11.01 ,11.27 ,-0.06 ,1.24 
16.78 ,18.34 ,,,11.01 ,11.27 ,-0.09 ,1.22 
16.76 ,18.24 ,,,11.00 ,11.27 ,-0.10 ,1.20 
16.74 ,18.24 ,,,10.99 ,11.27 ,-0.14 ,1.18 
