num,smiles,logBB,BBB+/BBB-,predictions
6754,O=C1C[C@@H]2c3cc(Cl)ccc3O[C@]3(CCNC[C@H]23)N1,,BBB+,8.317152156333337
6755,O=C1N(CCCN2CCN(c3cccc(Cl)c3)CC2)N[C@H]2C=CC=CN12,,BBB+,8.102279625999996
6756,O=C1NC(=NC2CC2)O[C@@H]1c1ccccc1,,BBB+,8.52749502
6757,O=C1NC(=O)[C@@]2(CCc3ccccc3C2)N1,,BBB+,7.816838205000002
6758,O=C1NC(=O)[C@@]2(c3ccc(Cl)cc3)C[C@@H]12,,BBB+,8.657618994
6759,O=C1NCCC[C@H]1N1C(=O)c2ccccc2S1(=O)=O,,BBB+,14.463232086666666
6760,O=C1NCN(c2ccccc2)C12CCN(C[C@@H]1COc3ccccc3O1)CC2,,BBB+,12.920282614299994
6761,O=C1N[C@@H](CCCl)Oc2ccccc21,,BBB+,9.553197080000004
6762,O=C1Nc2ccc(Cl)nc2C(c2ccccc2Cl)=N[C@@H]1O,,BBB+,10.707116043999992
6763,O=C1[C@H]2[C@@H]3C=C[C@@H]([C@H]4C=C[C@@H]34)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,,BBB+,13.64324544
6764,O=c1[nH]c2ccccc2c(=O)n1CCN1C[C@H]2[C@@H](c3ccc(F)cc3)C[C@H]2C1,,BBB+,11.805845898299992
6765,OC(CN1CN=CN1)(CN1CN=CN1)c1ccc(F)cc1F,,BBB+,19.055876700000002
6766,OC(c1ccccc1)(c1ccccc1)[C@H]1CCCCN1,,BBB+,8.92534254
6767,OC(c1ccccc1)(c1ccccc1)[C@H]1C[C@@H]1c1ccncc1,,BBB+,7.956528869999996
6768,OCCN1CCN(CC/C=C2\c3ccccc3COc3ccc(Cl)cc32)CC1,,BBB+,10.896883883999992
6769,OCCN1CCN(CCC[C@@H]2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,,BBB+,6.325915570919998
6770,OCCN1CCN([C@H]2C[C@H](c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,,BBB+,7.308370139999997
6771,OCCOCCOCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,,BBB+,14.44697957
6772,OC[C@H](O)[C@@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@H]2[C@H]1O,,BBB+,12.555612919000012
6773,OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@H]1O,,BBB+,22.0078992
6774,OCc1ccccc1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,,BBB+,23.363815000000002
6775,ON1CC(NCC2CC2)=Nc2ccc(Cl)cc2[C@@H]1c1ccccc1,,BBB+,9.432340943999996
6776,O[C@@H](Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,,BBB+,7.656710244000001
6777,O[C@@H](OCC(CO[C@H](O)C(Cl)(Cl)Cl)(CO[C@@H](O)C(Cl)(Cl)Cl)CO[C@@H](O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,,BBB+,8.516663612960004
6778,O[C@H](CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1ccc(F)cc1,,BBB+,2.582131817920002
6779,O[C@H](CN1CCCCC1)c1cc(-c2ccccc2)on1,,BBB+,10.22383999666667
6780,O[C@H]1[C@H](OCCOCCO[C@H](O)C(Cl)(Cl)Cl)[C@@H](O[C@H]2O[C@H](COCCOCCO[C@@H](O)C(Cl)(Cl)Cl)C[C@H](O[C@@H](O)C(Cl)(Cl)Cl)[C@@H]2O)[C@H](COCCO[C@H](O)C(Cl)(Cl)Cl)O[C@H]1O,,BBB+,38.21025624999999
6781,O[C@](C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,,BBB+,14.761776139999997
6782,O[C@]1(c2ccc(Cl)cc2)c2ccccc2[C@@H]2NCCN21,,BBB+,7.581542978000004
6783,O[C@]1(c2ccccc2Cl)C2=NCCCN2c2ccccc21,,BBB+,7.489124922000002
6784,Oc1ccc2c(c1)[C@]13CCCC[C@]1(O)[C@H](C2)N(CC1CC1)CC3,,BBB+,4.365151423999999
6785,Oc1ccc2c(c1)[C@]13CCCC[C@]1(O)[C@H](C2)N(CC1CCC1)CC3,,BBB+,2.4045377083000004
6786,Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@H](C2)NCC[C@@]314,,BBB+,13.091485346966662
6787,Oc1ccc2c3c1O[C@H]1[C@H](O)CC[C@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,,BBB+,10.114267629999997
6788,S=C1NCC[C@H](COc2ccccc2)O1,,BBB+,8.949562190000002
6789,c1ccc(C2(c3ccccc3)OC[C@@H]([C@H]3CCCCN3)O2)cc1,,BBB+,8.778525812
6790,c1ccc([C@@H]2CN3CCS[C@H]3N2)cc1,,BBB+,8.290510163
6791,c1ccc([C@@H]2CN[C@H]3NCCN32)cc1,,BBB+,9.300469183999999
6792,c1ccc([C@H]2CCN(C[C@@H]3CCCc4c3ccc3c4OCO3)C2)cc1,,BBB+,8.068829259000001
6793,c1ccc2c(c1)CCN1CCNC[C@@H]21,,BBB+,7.051825164000002
6794,c1ccc2c(c1)CCc1cccc3c1[C@@H]2CN1CCCC[C@H]31,,BBB+,6.021556843000001
6795,c1ccc2c(c1)CCc1ccccc1N2[C@@H]1CN2CCC1CC2,,BBB+,8.175752821
6796,c1ccc2c(c1)Sc1ccccc1N2C[C@H]1CN2CCC1CC2,,BBB+,7.163368214999999
6797,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,BBB+,11.317601152959996
6798,CC1=c2ccc(N(C)c3ccnc(Cc4ccc(C)c(S(N)(=O)=O)c4)n3)cc2=NC1C,,BBB+,16.534263449999994
6799,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,,BBB+,4.665599151000002
6800,CCCN1C[C@@H](CSC)CC2c3cccc4[nH]cc(c34)C[C@@H]21,,BBB+,7.674943674999998
6801,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,,BBB+,7.1835119239999985
6802,CCN1CCN(Cc2ccc(-c3cc4c(NC(C)c5ccccc5)ncnc4[nH]3)cc2)CC1,,BBB+,10.269661355919986
6803,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,,BBB+,12.37090339
6804,CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2C1C[C@](O)(C(=O)OC)C5(C)O1)CNC3=O,,BBB+,13.161204413880002
6805,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,,BBB+,8.426032336999999
6806,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,,BBB+,15.283965273999993
6807,CN1CC[C@]23c4c5ccc(O)c4O[C@@H]2C(=O)CCC3(O)[C@H]1C5,,BBB+,12.004280243999997
6808,CN1CC[C@]23c4c5ccc(O)c4O[C@@H]2C(=O)CC[C@H]3[C@H]1C5,,BBB+,9.870840070299998
6809,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,,BBB+,11.604996567966664
6810,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,,BBB+,4.790623011839999
6811,CNCC[C@@H](Oc1cccc2ccccc12)c1cccs1,,BBB+,5.8524947160000025
6812,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,,BBB+,7.422559990000001
6813,COC1C(=O)C(C)CC(C)/C=C/C=C/C=C(\C)[C@@H](OC)CC2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CC[C@@H](O)C(OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H]1O,,BBB+,33.483244243333324
6814,COC1C(=O)C(C)CC(C)/C=C/C=C/C=C(\C)[C@@H](OC)CC2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CC[C@@H](OCCO)C(OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H]1O,,BBB+,35.724134343333326
6815,COC1CC(CC(C)C2CC(=O)[C@H](C)C=C(C)[C@H](O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C(\C)[C@@H](OC)CC3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)CC[C@@H]1OC(=O)C(C)(CO)CO,,BBB+,39.08542306999999
6816,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,,BBB+,8.440126118000002
6817,NC(=O)N1c2ccccc2CCc2ccccc21,,BBB+,6.835629261000005
6818,O=C(O)C(Cl)Cl,,BBB+,3.458013783830001
6819,O=C1CNC(=O)N1,,BBB+,7.41340878
6820,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,,BBB+,14.029309059999996
6821,OC1CCCCC1N1CCC(c2ccccc2)CC1,,BBB+,3.639524345999998
6822,Oc1ccc2c3c1O[C@@H]1[C@@H](O)CCC4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,,BBB+,10.114267629999997
6823,c1ccc(-c2cc(-c3ccccc3)c(N3CCN(c4ncccn4)CC3)nn2)cc1,,BBB+,15.928702719999983
6824,C#C[C@@]1(O)C=C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21CC,,BBB+,-1.386984337
6825,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3C=C[C@@]21CC,,BBB+,-1.386984337
6826,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21C,,BBB+,-1.553018547
6827,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21CC,,BBB+,-1.378759288
6828,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@@H]3CC[C@@]21C,,BBB+,-2.886488273
6829,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CC[C@@H]4CC(=O)CCC4=C3[C@H](c3ccc(N(C)C)cc3)C[C@@]21C,,BBB+,-1.955488495
6830,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)ccc4[C@@H]3CC[C@@]21C,,BBB+,1.2228081819999996
6831,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,,BBB+,2.082443336
6832,C#C[C@@]1(O)CC[C@@H]2[C@H]3[C@@H](C)CC4=C(CCC(=O)C4)[C@@H]3CC[C@@]21C,,BBB+,-1.401609978
6833,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@@H]3C(=C)C[C@]21CC,,BBB+,-5.328183928
6834,C#C[C@@]1(OC(C)=O)CC[C@@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@@H]3CC[C@@]21CC,,BBB+,-0.185641622
6835,C#C[C@@]1(OC(C)=O)CC[C@@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@@H]3CC[C@@]21C,,BBB+,2.2955719919999997
6836,C#C[C@](C)(O)CC,,BBB+,4.010882799999999
6837,C#C[C@](O)(C=CCl)CC,,BBB+,2.679693035093334
6838,C#C[C@]1(O)CC[C@H]2[C@H]3CCC4=Cc5c(cnn5-c5ccc(F)cc5)C[C@@]4(C)[C@@H]3CC[C@@]21C,,BBB+,1.9353758269200008
6839,C/C=C/C=C[C@@H]1O[C@](O)([C@@H](CC)C(=O)NC/C=C/C=C(/C)[C@@H](OC)[C@H](C)[C@H]2O[C@@H](C=C/C=C/C=C(/C)C(=O)c3c(O)ccn(C)c3=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O[C@H]2O[C@H](C)[C@@H](O[C@H]3O[C@H](C)[C@@H](OC)[C@H](O)[C@H]3OC)[C@@H](OC)[C@@H]2O)C1(C)C,,BBB-,41.488826519999996
6840,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,BBB-,20.543960339999998
6841,C/C=C/[C@@H]1O[C@@]2(C(=O)COC(=O)c3ccncc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@@]4(C)[C@H]1[C@@H](O)C[C@]23C,,BBB+,10.385667323999998
6842,C1=Cc2cccc(OC[C@@H]3CNCCO3)c2C1,,BBB+,9.892195907999998
6843,C=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)C(=NOC)c1csc(N)n1,,BBB-,26.04566738333335
6844,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]2CC[C@H]3[C@@H](C)CCCC(C)C)C[C@H](O)C[C@H]1O,,BBB+,-7.142007394
6845,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@]2(CCN3CC2CC2)[C@H]1O5,,BBB+,6.115245916299999
6846,C=C1C[C@@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3[C@@H](O)C[C@]2(C)[C@]1(O)C(=O)CO,,BBB+,5.037728640299996
6847,C=C1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@H]3[C@@H](O)C[C@]2(C)[C@]1(O)C(=O)CO,,BBB+,4.561234698299995
6848,C=C1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO,,BBB+,4.398688499859997
6849,C=C1C[C@H](C)[C@@H]2[C@@H]3Cc4ccc(O)cc4[C@]2(CCN3CC2CCC2)C1,,BBB+,-0.375275766
6850,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,,BBB-,22.995401625000014
6851,C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,,BBB-,23.475626625000015
6852,C=CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)C(=NO)c3csc(N)n3)[C@@H]2SC1,,BBB-,22.805828825000017
6853,C=CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)C(=NOCC(=O)O)c3csc(N)n3)[C@@H]2SC1,,BBB-,25.701550299999997
6854,C=CCC1([C@@H](C)CC)C(=O)NC(=O)NC1=O,,BBB+,4.746993437333333
6855,C=CCN1C(=O)[C@@H](CC(C)C)NC1=S,,BBB+,3.0475466760000014
6856,C=CCN1CCC[C@@H]1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,,BBB+,14.844669959999987
6857,C=CCN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@@H]1C5,,BBB+,11.949727627999996
6858,C=CCN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,,BBB+,11.949727627999996
6859,C=CCN1CC[C@@]23c4c5ccc(OC(C)=O)c4O[C@@H]2[C@@H](OC(C)=O)C=C[C@H]3[C@H]1C5,,BBB+,13.003599630959998
6860,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@@H]2[C@]2(OC)C=C[C@]3(C[C@@H]2[C@](C)(O)CCC)[C@H]1C5,,BBB+,7.880153397560001
6861,C=CCN1C[C@@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@H]2c3cccc4[nH]cc(c34)C[C@H]21,,BBB+,11.782532833999992
6862,C=CCOc1ccccc1OC[C@@H](O)CNC(C)C,,BBB+,12.755944749999992
6863,C=CC[C@@H]1C=C(C)C[C@@H](C)C[C@@H](OC)[C@@H]2O[C@](O)(C(=O)C(=O)N3CCCC[C@@H]3C(=O)O[C@H](C(C)=C[C@@H]3CC[C@H](O)[C@@H](OC)C3)[C@@H](C)[C@@H](O)CC1=O)[C@@H](C)C[C@H]2OC,,BBB-,21.053016569999997
6864,C=CC[C@@]1([C@@H](C)CCC)C(=C)NC(O)=NC1=O,,BBB+,-0.479215965
6865,C=CC[C@]1([C@@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,,BBB+,4.5217227338571435
6866,C=CC[N@+]12CC[C@@]34c5ccccc5N5C=C6[C@H]7C[C@H]8[C@]9(CC[N@@+]8(CC=C)C/C7=C\CO)c7ccccc7N(C=C([C@@H]53)[C@H](C[C@H]41)/C(=C/CO)C2)[C@@H]69,,BBB-,3.6907291929600006
6867,C=C[C@@H]1CN2CC[C@@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,,BBB+,9.347973398599994
6868,C=C[C@@H]1CN2CC[C@@H]1C[C@H]2[C@@H](O)c1ccnc2ccccc12,,BBB+,7.541893368000002
6869,C=C[C@@]12CC[C@@H](O[C@H]3C[C@@H](OC)[C@@H](O)[C@H](C)O3)C[C@]1(O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](C3=CC(=O)OC3)CC[C@@]12O,,BBB+,9.871399232300005
6870,C=C[C@H]1CN2CC[C@@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,,BBB+,9.347973398599994
6871,C=C[C@H]1O[C@@H]2C[C@@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@@]4(F)[C@@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1,,BBB+,4.470695267413334
6872,C=N[C@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccccc1,,BBB-,12.606880721999994
6873,CC#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,,BBB-,24.94705223333335
6874,CC(=C(CCO)SSC[C@H]1CCCO1)N(C=O)Cc1cnc(C)nc1N,,BBB+,12.234588279999999
6875,CC(=CC(=O)O)/C=C/C=C(C)\C=C/C1=C(C)CCCC1(C)C,,BBB+,-6.93804529
6876,CC(=CCO)/C=C/C=C(C)\C=C\C1=C(C)CCCC1(C)C,,BBB+,-6.992722684
6877,CC(=O)C1=C(O)[C@H](N)[C@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)[C@@]2(O)C1=O,,BBB-,22.431102900000024
6878,CC(=O)CC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@H](Cl)C[C@]21C,,BBB+,2.058911536266667
6879,CC(=O)CC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3CC(C#N)=C4C=C(OCCCl)CC[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,,BBB+,8.488594874000002
6880,CC(=O)N(C[C@H](O)CO)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,,BBB-,22.902432890000004
6881,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,BBB+,10.749595462959999
6882,CC(=O)NCCC[C@@H](NC(C)=O)C(=O)O,,BBB+,11.526769179999999
6883,CC(=O)NC[C@@H]1O[C@@H](O[C@H]2[C@@H](N)C[C@H](N)[C@H](O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](N)[C@@H]3O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,,BBB-,43.65009859999999
6884,CC(=O)N[C@H]1[C@@H]([C@@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@H]1N=C(N)N,,BBB-,20.628808000000003
6885,CC(=O)Nc1ccc(OC(=O)[C@H]2CCC(=O)N2)cc1,,BBB+,12.821904976666655
6886,CC(=O)Nc1ccc([C@H](O)CNC(C)C)cc1,,BBB+,10.07735642333333
6887,CC(=O)Nc1ccccc1,,BBB+,7.030075185
6888,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C,,BBB+,3.9247448576133337
6889,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,,BBB+,4.320143967713333
6890,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,,BBB+,4.824100424153334
6891,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,,BBB+,3.9247448576133337
6892,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3C(=O)C[C@]21C,,BBB+,4.985755022
6893,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,,BBB+,4.073207251913333
6894,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3C[C@H](Cl)C4=CC(=O)C=C[C@@]4(C)[C@H]3C(=O)C[C@]21C,,BBB+,4.702267270280001
6895,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,,BBB+,10.399532506959996
6896,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3CC(F)(F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,,BBB+,3.3744427356733335
6897,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,,BBB+,3.932167540613334
6898,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,,BBB+,4.006948814613334
6899,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,,BBB+,16.728024097000006
6900,CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)[C@@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,,BBB+,10.30006602
6901,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,,BBB+,9.829796356300003
6902,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,,BBB+,11.31084435
6903,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]12C,,BBB+,11.31994703
6904,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3CC(C=O)=C4C=C(OCCCl)CC[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,,BBB+,8.866081184
6905,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,,BBB+,10.222074259260003
6906,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]12C,,BBB+,10.122143059260003
6907,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,,BBB+,8.713074752220002
6908,CC(=O)OCC(=O)[C@H]1[C@@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@H](O)C[C@@]12C,,BBB+,3.1745565478733346
6909,CC(=O)OCC(=O)[C@]1(O)CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@@]21C,,BBB+,3.9558906876133335
6910,CC(=O)OCC(=O)[C@]1(OC(=O)C(C)C)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,,BBB+,9.114793998000003
6911,CC(=O)OCC(=O)[C@]1(OC(C)=O)CC[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C(Br)=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,,BBB+,8.832657996300004
6912,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)(C)OC(C)=O)[C@@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,,BBB+,17.07008988066667
6913,CC(=O)OCC1=CO[C@H](OC(=O)CC(C)C)[C@H]2C1=C[C@@H](OC(=O)CC(C)C)[C@@]21CO1,,BBB+,11.034212819999995
6914,CC(=O)OCOC(=O)[C@H]1N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1(C)C,,BBB-,18.26100872000001
6915,CC(=O)O[C@@H](c1ccccc1)[C@H]1CCCCN1,,BBB+,5.398932213000002
6916,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H]3CC[C@]4(C)[C@@H](CC[C@@H]4[C@@H](C)CCCC(C)C)[C@H]3C[C@H](Br)[C@@]2(Br)C1,,BBB+,-7.323773012
6917,CC(=O)O[C@@H]1C[C@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@]12CO2,,BBB+,10.776946479999998
6918,CC(=O)O[C@@H]1C[C@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@H](C)[C@@H]4CC[C@@]32C)C1=C(CCC=C(C)C)C(=O)O,,BBB-,-0.980723178
6919,CC(=O)O[C@@H]1[C@H]([N+]2(C)CCCCC2)C[C@@H]2[C@@H]3CC[C@@H]4C[C@@H](OC(C)=O)[C@@H](N5CCCCC5)C[C@]4(C)[C@@H]3CC[C@@]12C,,BBB-,-1.110782067
6920,CC(=O)O[C@@H]1[C@H]([N+]2(C)CCCCC2)C[C@@H]2[C@@H]3CC[C@@H]4C[C@@H](OC(C)=O)[C@@H]([N+]5(C)CCCCC5)C[C@]4(C)[C@@H]3CC[C@@]12C,,BBB-,-3.242327653
6921,CC(=O)O[C@@]1(C(C)=O)CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C,,BBB+,3.3277757571133346
